LOCATEID,FIPSCOUNTY,POOLSIZE,TESTTYPE,RESULTTYPE,ISPOS,LOGITUDE,LATITUDE,WEEK_NEW,UNIQ_ID
NWEG3,COOK,50,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,24,No_061_104
NWEG3,COOK,50,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,24,No_061_123
NWEG3,COOK,50,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,24,No_061_134
NWEGSH,COOK,6,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,24,No_061_119
NWEL1,COOK,6,RAMP WNV,NEGATIVE,0,-88.25974,42.02845,24,No_061_162
NWEL1,COOK,1,RAMP WNV,NEGATIVE,0,-88.25974,42.02845,24,No_061_121
NWGL2,COOK,50,RAMP WNV,NEGATIVE,0,-87.849346,42.065177,24,No_061_126
NWGL2,COOK,50,RAMP WNV,NEGATIVE,0,-87.849346,42.065177,24,No_061_144
NWGL2,COOK,50,RAMP WNV,NEGATIVE,0,-87.849346,42.065177,24,No_061_160
NWGL2,COOK,50,RAMP WNV,NEGATIVE,0,-87.849346,42.065177,24,No_061_161
NWGL2,COOK,44,RAMP WNV,NEGATIVE,0,-87.849346,42.065177,24,No_061_115
NWHE1,COOK,33,RAMP WNV,NEGATIVE,0,-88.23263,42.05819,24,No_061_157
NWHE1,COOK,5,RAMP WNV,NEGATIVE,0,-88.23263,42.05819,24,No_061_111
NWHE2,COOK,26,RAMP WNV,NEGATIVE,0,-88.0713,42.04724,24,No_061_139
NWHE2,COOK,23,RAMP WNV,NEGATIVE,0,-88.0713,42.04724,24,No_061_120
NWHE4,COOK,11,RAMP WNV,NEGATIVE,0,-88.104243,42.103473,24,No_061_112
NWHE4,COOK,6,RAMP WNV,NEGATIVE,0,-88.104243,42.103473,24,No_061_153
NWNB2,COOK,59,RAMP WNV,NEGATIVE,0,-87.88538,42.09502,24,No_061_131
NWNB2,COOK,55,RAMP WNV,NEGATIVE,0,-87.88538,42.09502,24,No_061_130
NWNB2,COOK,50,RAMP WNV,NEGATIVE,0,-87.88538,42.09502,24,No_061_105
NWNB2,COOK,50,RAMP WNV,NEGATIVE,0,-87.88538,42.09502,24,No_061_122
NWNB2,COOK,50,RAMP WNV,NEGATIVE,0,-87.88538,42.09502,24,No_061_158
NWNB2,COOK,50,RAMP WNV,NEGATIVE,0,-87.88538,42.09502,24,No_061_159
NWNB2,COOK,48,RAMP WNV,NEGATIVE,0,-87.88538,42.09502,24,No_061_145
NWNB3,COOK,39,RAMP WNV,NEGATIVE,0,-87.851271,42.113152,24,No_061_135
NWNB3,COOK,20,RAMP WNV,NEGATIVE,0,-87.851271,42.113152,24,No_061_116
NWPA1,COOK,55,RAMP WNV,NEGATIVE,0,-88.0527,42.1045,24,No_061_113
NWPA1,COOK,50,RAMP WNV,NEGATIVE,0,-88.0527,42.1045,24,No_061_128
NWPA1,COOK,50,RAMP WNV,NEGATIVE,0,-88.0527,42.1045,24,No_061_146
NWPA1,COOK,50,RAMP WNV,NEGATIVE,0,-88.0527,42.1045,24,No_061_154
NWPH2,COOK,50,RAMP WNV,NEGATIVE,0,-87.934,42.046,24,No_061_118
NWPH2,COOK,50,RAMP WNV,NEGATIVE,0,-87.934,42.046,24,No_061_133
NWPR2,COOK,27,RAMP WNV,NEGATIVE,0,-87.831669,42.033113,24,No_061_110
NWPR2,COOK,12,RAMP WNV,NEGATIVE,0,-87.831669,42.033113,24,No_061_138
NWPR3,COOK,16,RAMP WNV,NEGATIVE,0,-87.831861,42.001583,24,No_061_124
NWPR3,COOK,2,RAMP WNV,NEGATIVE,0,-87.831861,42.001583,24,No_061_137
NWRM1,COOK,55,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,24,No_061_127
NWRM1,COOK,55,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,24,No_061_129
NWRM1,COOK,50,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,24,No_061_100
NWRM1,COOK,50,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,24,No_061_174
NWRM1,COOK,26,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,24,No_061_142
NWSC4,COOK,50,RAMP WNV,NEGATIVE,0,-88.114261,42.019974,24,No_061_141
NWSC4,COOK,7,RAMP WNV,NEGATIVE,0,-88.114261,42.019974,24,No_061_103
NWST1,COOK,50,RAMP WNV,NEGATIVE,0,-88.148,42.033,24,No_061_163
NWST1,COOK,50,RAMP WNV,NEGATIVE,0,-88.148,42.033,24,No_061_164
NWST1,COOK,15,RAMP WNV,NEGATIVE,0,-88.148,42.033,24,No_061_102
NWWH,COOK,11,RAMP WNV,NEGATIVE,0,-87.935848,42.135373,24,No_061_150
NWWH,COOK,6,RAMP WNV,NEGATIVE,0,-87.935848,42.135373,24,No_061_114
RICHTON PARK,COOK,50,RAMP WNV,NEGATIVE,0,-87.712419,41.490915,24,So_069_054
RICHTON PARK,COOK,50,RAMP WNV,NEGATIVE,0,-87.712419,41.490915,24,So_069_064
T002,COOK,50,PCRWNV,NEGATIVE,0,-87.7974,41.9562,24,CH_010_42433
T002,COOK,50,PCRWNV,NEGATIVE,0,-87.7974,41.9562,24,CH_010_42434
T002,COOK,49,PCRWNV,NEGATIVE,0,-87.7974,41.9562,24,CH_010_42432
T002,COOK,26,PCRWNV,NEGATIVE,0,-87.7974,41.9562,24,CH_010_42435
T002,COOK,13,PCRWNV,NEGATIVE,0,-87.7974,41.9562,24,CH_010_42431
T003,COOK,1,PCRWNV,NEGATIVE,0,-87.86,41.96,24,CH_010_42436
T008,COOK,39,PCRWNV,NEGATIVE,0,-87.7779,42.0092,24,CH_010_42437
T009,COOK,19,PCRWNV,NEGATIVE,0,-87.8529,41.9885,24,CH_010_42438
T011,COOK,5,PCRWNV,NEGATIVE,0,-87.8328,41.9449,24,CH_010_42444
T012,COOK,10,PCRWNV,NEGATIVE,0,-87.7448,41.9942,24,CH_010_42439
T013,COOK,4,PCRWNV,NEGATIVE,0,-87.7782,41.923864,24,CH_010_42453
T013,COOK,2,PCRWNV,NEGATIVE,0,-87.7782,41.923864,24,CH_010_42454
T017,COOK,1,PCRWNV,NEGATIVE,0,-87.6469,41.962,24,CH_010_42446
T027,COOK,16,PCRWNV,NEGATIVE,0,-87.7286,41.9858,24,CH_010_42447
T028,COOK,25,PCRWNV,NEGATIVE,0,-87.6896,41.9869,24,CH_010_42449
T028,COOK,5,PCRWNV,NEGATIVE,0,-87.6896,41.9869,24,CH_010_42448
T030,COOK,50,PCRWNV,NEGATIVE,0,-87.7159,41.8816,24,CH_010_42456
T030,COOK,39,PCRWNV,NEGATIVE,0,-87.7159,41.8816,24,CH_010_42457
T030,COOK,24,PCRWNV,NEGATIVE,0,-87.7159,41.8816,24,CH_010_42455
T031,COOK,20,PCRWNV,NEGATIVE,0,-87.7647,41.8738,24,CH_010_42459
T031,COOK,8,PCRWNV,NEGATIVE,0,-87.7647,41.8738,24,CH_010_42458
T031,COOK,1,PCRWNV,NEGATIVE,0,-87.7647,41.8738,24,CH_010_42460
T033,COOK,4,PCRWNV,NEGATIVE,0,-87.7014,41.9067,24,CH_010_42461
T035,COOK,1,PCRWNV,NEGATIVE,0,-87.68,41.84,24,CH_010_42487
T039,COOK,10,PCRWNV,NEGATIVE,0,-87.7264,41.9118,24,CH_010_42463
T039,COOK,3,PCRWNV,NEGATIVE,0,-87.7264,41.9118,24,CH_010_42462
T043,COOK,1,PCRWNV,NEGATIVE,0,-87.6343,41.8578,24,CH_010_42468
T046,COOK,6,PCRWNV,NEGATIVE,0,-87.6892,41.8914,24,CH_010_42470
T046,COOK,1,PCRWNV,NEGATIVE,0,-87.6892,41.8914,24,CH_010_42469
T047,COOK,2,PCRWNV,NEGATIVE,0,-87.696,41.8681,24,CH_010_42471
T054A,COOK,2,PCRWNV,NEGATIVE,0,-87.631291,41.919824,24,CH_010_42472
T061,COOK,3,PCRWNV,NEGATIVE,0,-87.6746,41.8013,24,CH_010_42473
T062,COOK,27,PCRWNV,NEGATIVE,0,-87.7121,41.8006,24,CH_010_42474
T063,COOK,29,PCRWNV,NEGATIVE,0,-87.7241,41.8253,24,CH_010_42475
T063,COOK,16,PCRWNV,NEGATIVE,0,-87.7241,41.8253,24,CH_010_42476
T065,COOK,2,PCRWNV,NEGATIVE,0,-87.752,41.7774,24,CH_010_42477
T066,COOK,7,PCRWNV,NEGATIVE,0,-87.703,41.7716,24,CH_010_42479
T066,COOK,5,PCRWNV,NEGATIVE,0,-87.703,41.7716,24,CH_010_42478
T068,COOK,6,PCRWNV,NEGATIVE,0,-87.6634,41.7466,24,CH_010_42489
T068,COOK,5,PCRWNV,NEGATIVE,0,-87.6634,41.7466,24,CH_010_42488
T073,COOK,1,PCRWNV,NEGATIVE,0,-87.6002,41.7733,24,CH_010_42491
T073,COOK,1,PCRWNV,NEGATIVE,0,-87.6002,41.7733,24,CH_010_42490
T079,COOK,6,PCRWNV,NEGATIVE,0,-87.5628,41.7663,24,CH_010_42492
T080,COOK,20,PCRWNV,NEGATIVE,0,-87.6138,41.7546,24,CH_010_42493
T080,COOK,1,PCRWNV,NEGATIVE,0,-87.6138,41.7546,24,CH_010_42494
T082,COOK,4,PCRWNV,NEGATIVE,0,-87.6429,41.8034,24,CH_010_42495
T083,COOK,6,PCRWNV,NEGATIVE,0,-87.5826,41.7493,24,CH_010_42496
T089,COOK,2,PCRWNV,NEGATIVE,0,-87.6568,41.7048,24,CH_010_42499
T090,COOK,3,PCRWNV,NEGATIVE,0,-87.6614,41.6776,24,CH_010_42500
T094,COOK,3,PCRWNV,NEGATIVE,0,-87.6648,41.7213,24,CH_010_42501
T099,COOK,1,PCRWNV,NEGATIVE,0,-87.55688,41.72638,24,CH_010_42507
T114,COOK,50,PCRWNV,NEGATIVE,0,-87.7368,41.7987,24,CH_010_42481
T114,COOK,25,PCRWNV,NEGATIVE,0,-87.7368,41.7987,24,CH_010_42482
T114,COOK,19,PCRWNV,NEGATIVE,0,-87.7368,41.7987,24,CH_010_42480
T115,COOK,2,PCRWNV,NEGATIVE,0,-87.5903,41.6624,24,CH_010_42508
T135,COOK,1,PCRWNV,NEGATIVE,0,-87.6329,41.6632,24,CH_010_42503
T135,COOK,1,PCRWNV,NEGATIVE,0,-87.6329,41.6632,24,CH_010_42502
T138,COOK,1,PCRWNV,NEGATIVE,0,-87.5778,41.6201,24,CH_010_42509
T147,COOK,1,PCRWNV,NEGATIVE,0,-87.7001,41.9321,24,CH_010_42450
T151,COOK,50,PCRWNV,NEGATIVE,0,-87.8006,41.9163,24,CH_010_42466
T151,COOK,44,PCRWNV,NEGATIVE,0,-87.8006,41.9163,24,CH_010_42464
T151,COOK,39,PCRWNV,NEGATIVE,0,-87.8006,41.9163,24,CH_010_42465
T152,COOK,5,PCRWNV,NEGATIVE,0,-87.7161,41.8461,24,CH_010_42467
T155,COOK,3,PCRWNV,NEGATIVE,0,-87.7789,41.7759,24,CH_010_42483
T159,COOK,3,PCRWNV,NEGATIVE,0,-87.6496,41.7311,24,CH_010_42504
T159,COOK,1,PCRWNV,NEGATIVE,0,-87.6496,41.7311,24,CH_010_42505
T209,COOK,2,PCRWNV,NEGATIVE,0,-87.545906,41.655534,24,CH_010_42510
T220,COOK,1,PCRWNV,NEGATIVE,0,-87.69,41.96,24,CH_010_42451
T221,COOK,10,PCRWNV,NEGATIVE,0,-87.6,41.65,24,CH_010_42511
T223,COOK,5,PCRWNV,NEGATIVE,0,-87.80467,41.973995,24,CH_010_42441
T223,COOK,2,PCRWNV,NEGATIVE,0,-87.80467,41.973995,24,CH_010_42440
T224,COOK,3,PCRWNV,NEGATIVE,0,-87.671702,41.947011,24,CH_010_42452
T225,COOK,16,PCRWNV,NEGATIVE,0,-87.731457,41.743395,24,CH_010_42485
T225,COOK,7,PCRWNV,NEGATIVE,0,-87.731457,41.743395,24,CH_010_42484
T226,COOK,2,PCRWNV,NEGATIVE,0,-87.647594,41.794297,24,CH_010_42497
T226,COOK,1,PCRWNV,NEGATIVE,0,-87.647594,41.794297,24,CH_010_42498
T227,COOK,4,PCRWNV,NEGATIVE,0,-87.608227,41.728445,24,CH_010_42506
T228,COOK,4,PCRWNV,NEGATIVE,0,-87.724985,41.952654,24,CH_010_42442
T233,COOK,2,PCRWNV,NEGATIVE,0,-87.806735,42.010253,24,CH_010_42443
T235,COOK,12,PCRWNV,NEGATIVE,0,-87.728342,41.774866,24,CH_010_42486
T236,COOK,11,PCRWNV,NEGATIVE,0,-87.770852,41.995042,24,CH_010_42445
T900,COOK,17,PCRWNV,NEGATIVE,0,-87.882,41.9798,24,CH_010_42513
T900,COOK,7,PCRWNV,NEGATIVE,0,-87.882,41.9798,24,CH_010_42512
T902,COOK,46,PCRWNV,NEGATIVE,0,-87.882,41.9798,24,CH_010_42514
T902,COOK,24,PCRWNV,NEGATIVE,0,-87.882,41.9798,24,CH_010_42515
T905,COOK,6,PCRWNV,NEGATIVE,0,-87.882,41.9798,24,CH_010_42516
T906,COOK,4,PCRWNV,NEGATIVE,0,-87.882,41.9798,24,CH_010_42517
T911,COOK,14,PCRWNV,NEGATIVE,0,-87.882,41.9798,24,CH_010_42518
T911,COOK,5,PCRWNV,NEGATIVE,0,-87.882,41.9798,24,CH_010_42519
T913,COOK,31,PCRWNV,NEGATIVE,0,-87.882,41.9798,24,CH_010_42521
T913,COOK,8,PCRWNV,NEGATIVE,0,-87.882,41.9798,24,CH_010_42520
T918,COOK,14,PCRWNV,NEGATIVE,0,-87.882,41.9798,24,CH_010_42522
TRAP 1,KENDALL,50,RAMP WNV,NEGATIVE,0,-88.463232,41.65886,24,KE_042_009
TRAP 12,KENDALL,11,RAMP WNV,NEGATIVE,0,-88.3977,41.6295,24,KE_042_011
TRAP 15,KENDALL,22,RAMP WNV,NEGATIVE,0,-88.3116,41.5124,24,KE_042_012
TRAP 8,KENDALL,37,RAMP WNV,NEGATIVE,0,-88.5812,41.5431,24,KE_042_010
W467,WILL,50,RAMP WNV,NEGATIVE,0,-88.104333,41.638855,24,Cl_013_016-0109
WCHD1,WILL,50,RAMP WNV,NEGATIVE,0,-88.04039,41.30351,24,WI_079_161WCHD5
WCHD10,WILL,50,RAMP WNV,NEGATIVE,0,-87.616758,41.433593,24,WI_079_1610WCHD2
WCHD10,WILL,18,RAMP WNV,NEGATIVE,0,-87.616758,41.433593,24,WI_079_1610WCHD1
WCHD11,WILL,16,RAMP WNV,NEGATIVE,0,-87.883601,41.533476,24,WI_079_1611WCHD2
WCHD16,WILL,48,RAMP WNV,NEGATIVE,0,-87.950095,41.616909,24,WI_079_1616WCHD3
WCHD17,WILL,49,RAMP WNV,NEGATIVE,0,-88.083411,41.700193,24,WI_079_1617WCHD3
WCHD17,WILL,27,RAMP WNV,NEGATIVE,0,-88.083411,41.700193,24,WI_079_1617WCHD2
WCHD24,WILL,37,RAMP WNV,NEGATIVE,0,-87.81483,41.488883,24,WI_079_1624WCHD3
WCHD29,WILL,50,RAMP WNV,NEGATIVE,0,-88.21238,41.6075,24,WI_079_1629WCHD3
WCHD29,WILL,48,RAMP WNV,NEGATIVE,0,-88.21238,41.6075,24,WI_079_1629WCHD4
WCHD3,WILL,34,RAMP WNV,NEGATIVE,0,-87.58277,41.30723,24,WI_079_163WCHD4
WCHD3,WILL,16,RAMP WNV,NEGATIVE,0,-87.58277,41.30723,24,WI_079_163WCHD3
WCHD32,WILL,50,RAMP WNV,NEGATIVE,0,-88.002389,41.449548,24,WI_079_1632WCHD5
WCHD32,WILL,10,RAMP WNV,NEGATIVE,0,-88.002389,41.449548,24,WI_079_1632WCHD4
WCHD6,WILL,41,RAMP WNV,NEGATIVE,0,-88.03497,41.4189,24,WI_079_166WCHD2
WILL 03,WILL,50,RAMP WNV,NEGATIVE,0,-88.0982,41.7273,24,ID_034_I051
WNV-2016-001,KANE,19,RAMP WNV,NEGATIVE,0,-88.3418,41.7289,24,KA_040_201600201
WNV-2016-002,KANE,17,RAMP WNV,NEGATIVE,0,-88.2863,41.7859,24,KA_040_201600302
WNV-2016-003,KANE,50,RAMP WNV,NEGATIVE,0,-88.5706,41.7678,24,KA_040_201600303
WNV-2016-003,KANE,38,RAMP WNV,NEGATIVE,0,-88.5706,41.7678,24,KA_040_201600403
WNV-2016-004,KANE,32,RAMP WNV,NEGATIVE,0,-999,-999,24,KA_040_201600304
WNV-2016-005,KANE,47,RAMP WNV,NEGATIVE,0,-88.415,41.9573,24,KA_040_201600205
WNV-2016-006,KANE,36,RAMP WNV,NEGATIVE,0,-88.4737,41.887,24,KA_040_201600106
WNV-2016-007,KANE,19,RAMP WNV,NEGATIVE,0,-88.363,42.0854,24,KA_040_201600107
WNV-2016-009,KANE,27,RAMP WNV,NEGATIVE,0,-999,-999,24,KA_040_201600209
WNV-2016-010,KANE,23,RAMP WNV,NEGATIVE,0,-88.2646,42.1177,24,KA_040_201600110
2,DUPAGE,321,RAMP WNV,NEGATIVE,0,-88.16775,41.79228,25,CI_011_N16-032
3,DUPAGE,111,RAMP WNV,NEGATIVE,0,-88.16775,41.79228,25,CI_011_N16-033
12,COOK,50,RAMP WNV,NEGATIVE,0,-87.8771,41.9563,25,CO_016_24
18,COOK,10,RAMP WNV,NEGATIVE,0,-87.7282,41.5616,25,CO_016_34
21,COOK,20,RAMP WNV,NEGATIVE,0,-87.7319,41.6123,25,CO_016_23
30,COOK,50,RAMP WNV,NEGATIVE,0,-87.8158,41.7076,25,CO_016_38
31,COOK,50,RAMP WNV,NEGATIVE,0,-87.7393,41.6788,25,CO_016_26
32,COOK,3,RAMP WNV,NEGATIVE,0,-87.5823,41.5559,25,CO_016_29
33,COOK,20,RAMP WNV,NEGATIVE,0,-87.9317,41.6571,25,CO_016_37
34,WILL,23,RAMP WNV,NEGATIVE,0,-88.041474,41.304663,25,WI_079_1634WCHD8
34,WILL,16,RAMP WNV,NEGATIVE,0,-88.041474,41.304663,25,WI_079_1634WCHD9
36,COOK,50,RAMP WNV,NEGATIVE,0,-87.8598,42.1028,25,CO_016_15
38,COOK,50,RAMP WNV,NEGATIVE,0,-87.8626,42.0907,25,CO_016_14
40,COOK,10,RAMP WNV,NEGATIVE,0,-87.7217,41.7277,25,CO_016_25
54,COOK,30,RAMP WNV,NEGATIVE,0,-87.8443,41.6398,25,CO_016_35
58,COOK,3,RAMP WNV,NEGATIVE,0,-87.6557,41.5668,25,CO_016_36
83,COOK,25,RAMP WNV,NEGATIVE,0,-87.8816,41.7765,25,CO_016_31
106,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.164476,41.969188,25,DU_019_W16026
201,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.117762,41.963811,25,DU_019_16018
301,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0174,41.9691,25,DU_019_16019
307,DUPAGE,38,RAMP WNV,NEGATIVE,0,-87.9501,41.9157,25,DU_019_16020
309,DUPAGE,50,RAMP WNV,NEGATIVE,0,-87.9994,41.9198,25,DU_019_16021
310,DUPAGE,50,RAMP WNV,NEGATIVE,0,-999,-999,25,DU_019_16022
401,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.209927,41.890016,25,DU_019_W16027
407,DUPAGE,50,PCRWNV,NEGATIVE,0,-88.1522,41.8604,25,DU_019_W16028
501,DUPAGE,23,RAMP WNV,NEGATIVE,0,-88.116694,41.872809,25,DU_019_W16029
506,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.087311,41.814018,25,DU_019_16029
511,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0537,41.8867,25,DU_019_16030
512,DUPAGE,50,PCRWNV,NEGATIVE,0,-88.1023,41.8404,25,DU_019_W16030
513,DUPAGE,41,RAMP WNV,NEGATIVE,0,-88.128046,41.9008,25,DU_019_W16031
611,DUPAGE,45,RAMP WNV,NEGATIVE,0,-87.9345,41.8553,25,DU_019_16031
709,DUPAGE,34,RAMP WNV,NEGATIVE,0,-88.243133,41.750222,25,DU_019_W16032
808,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0618,41.7579,25,DU_019_16032
901,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0167,41.7926,25,DU_019_16033
902,DUPAGE,50,RAMP WNV,NEGATIVE,0,-87.9612,41.7866,25,DU_019_16034
904,DUPAGE,10,RAMP WNV,NEGATIVE,0,-999,-999,25,DU_019_16035
910,DUPAGE,50,RAMP WNV,POSITIVE,1,-87.9818,41.8148,25,DU_019_16036
#3 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,25,No_060_NS0355
#3 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,25,No_060_NS0356
#3 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,25,No_060_NS0357
#3 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,25,No_060_NS0358
#3 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,25,No_060_NS0392
#3 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,25,No_060_NS0393
#3 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,25,No_060_NS0394
#3 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,25,No_060_NS0431
#3 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,25,No_060_NS0432
#4 SKOKIE,COOK,55,RAMP WNV,NEGATIVE,0,-87.76067,42.03236,25,No_060_NS0359
#4 SKOKIE,COOK,55,RAMP WNV,NEGATIVE,0,-87.76067,42.03236,25,No_060_NS0360
#4 SKOKIE,COOK,55,RAMP WNV,NEGATIVE,0,-87.76067,42.03236,25,No_060_NS0361
#4 SKOKIE,COOK,55,RAMP WNV,NEGATIVE,0,-87.76067,42.03236,25,No_060_NS0395
#4 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.76067,42.03236,25,No_060_NS0433
#4 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.76067,42.03236,25,No_060_NS0434
#4 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.76067,42.03236,25,No_060_NS0435
#4 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.76067,42.03236,25,No_060_NS0436
12 - HOLY CROSS CEM.,COOK,50,RAMP WNV,NEGATIVE,0,-87.546317,41.608167,25,So_069_087
12 - HOLY CROSS CEM.,COOK,41,RAMP WNV,NEGATIVE,0,-87.546317,41.608167,25,So_069_076
14- SKYLINE POOL,COOK,50,RAMP WNV,NEGATIVE,0,-87.633033,41.542983,25,So_069_089
16- OAK LAWN,COOK,50,RAMP WNV,NEGATIVE,0,-87.754917,41.7063,25,So_069_073
16- OAK LAWN,COOK,50,RAMP WNV,NEGATIVE,0,-87.754917,41.7063,25,So_069_084
17- EVERGREEN CEM.,COOK,50,RAMP WNV,NEGATIVE,0,-87.709283,41.731217,25,So_069_072
18- HICKORY HILLS,COOK,50,RAMP WNV,NEGATIVE,0,-87.842233,41.71925,25,So_069_074
18- HICKORY HILLS,COOK,40,RAMP WNV,NEGATIVE,0,-87.842233,41.71925,25,So_069_080
19- OLYMPIA FIELDS,COOK,50,RAMP WNV,NEGATIVE,0,-87.703217,41.519033,25,So_069_086
19- OLYMPIA FIELDS,COOK,41,RAMP WNV,NEGATIVE,0,-87.703217,41.519033,25,So_069_077
1-MT. GREENWOOD,COOK,50,RAMP WNV,NEGATIVE,0,-87.6934,41.6917,25,So_069_068
1-MT. GREENWOOD,COOK,50,RAMP WNV,NEGATIVE,0,-87.6934,41.6917,25,So_069_083
29-ORLAND PARK,COOK,50,RAMP WNV,NEGATIVE,0,-87.82634,41.63917,25,So_069_067
2-CHILDRENS FARM,COOK,50,RAMP WNV,NEGATIVE,0,-87.8371,41.65675,25,So_069_071
2-CHILDRENS FARM,COOK,50,RAMP WNV,NEGATIVE,0,-87.8371,41.65675,25,So_069_085
30- LEMONT,COOK,50,RAMP WNV,NEGATIVE,0,-87.91815,41.67988,25,So_069_082
31- FLOSSMOOR,COOK,50,RAMP WNV,NEGATIVE,0,-87.70761,41.54352,25,So_069_075
3-LRSH,COOK,50,RAMP WNV,NEGATIVE,0,-87.876167,41.709833,25,So_069_070
3-LRSH,COOK,50,RAMP WNV,NEGATIVE,0,-87.876167,41.709833,25,So_069_079
4-WESTERN,COOK,50,RAMP WNV,NEGATIVE,0,-87.886033,41.627883,25,So_069_069
4-WESTERN,COOK,50,RAMP WNV,NEGATIVE,0,-87.886033,41.627883,25,So_069_081
A463,MCHENRY,8,RAMP WNV,NEGATIVE,0,-88.297825,42.163697,25,Cl_013_016-0142
br,COOK,50,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,25,De_018_dv242
br,COOK,50,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,25,De_018_dv256
br,COOK,50,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,25,De_018_dv257
br,COOK,50,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,25,De_018_dv269
br,COOK,50,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,25,De_018_dv282
br,COOK,50,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,25,De_018_dv307
br,COOK,50,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,25,De_018_dv308
br,COOK,50,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,25,De_018_dv309
bv,COOK,50,RAMP WNV,NEGATIVE,0,-87.866029,41.86918,25,De_018_dv272
bv,COOK,50,RAMP WNV,NEGATIVE,0,-87.866029,41.86918,25,De_018_dv313
bv,COOK,34,RAMP WNV,NEGATIVE,0,-87.866029,41.86918,25,De_018_dv314
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,25,De_018_dv246
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,25,De_018_dv247
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,25,De_018_dv261
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,25,De_018_dv262
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,25,De_018_dv263
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,25,De_018_dv273
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,25,De_018_dv274
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,25,De_018_dv275
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,25,De_018_dv286
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,25,De_018_dv287
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,25,De_018_dv315
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,25,De_018_dv316
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,25,De_018_dv317
C428,COOK,27,RAMP WNV,NEGATIVE,0,-87.8302,41.9159,25,Cl_013_016-0161
CHWN01,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0374,41.889,25,FO_028_FPDDC019
D323,DUPAGE,48,RAMP WNV,NEGATIVE,0,-88.08558,41.94816,25,Cl_013_016-0157
D404,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0585,41.8548,25,Cl_013_016-0160
D407,DUPAGE,15,RAMP WNV,NEGATIVE,0,-87.92812,41.80403,25,Cl_013_016-0162
D463,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.145863,41.844461,25,Cl_013_016-0164
D464,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.044905,41.83636,25,Cl_013_016-0163
