LOCATEID,FIPSCOUNTY,POOLSIZE,ISPOS,LOGITUDE,LATITUDE,WEEK_NEW,UNIQ_ID
407,DUPAGE,44,0,-88.1522,41.8604,24,DU_019_C15058
503,DUPAGE,44,0,-88.143233,41.845244,24,DU_019_C15059
512,DUPAGE,31,0,-88.1023,41.8404,24,DU_019_C15060
604,DUPAGE,10,0,-88.0085,41.8489,24,DU_019_E15037
609,DUPAGE,50,0,-87.97725,41.87746,24,DU_019_E15038
610,DUPAGE,20,0,-88.007449,41.906584,24,DU_019_E15039
611,DUPAGE,50,0,-87.9345,41.8553,24,DU_019_SE15050
704,DUPAGE,13,0,-88.30694,41.7665,24,DU_019_C15061
801,DUPAGE,50,0,-88.11702,41.738563,24,DU_019_C15062
802,DUPAGE,50,0,-88.087313,41.773075,24,DU_019_SE15051
808,DUPAGE,17,0,-88.0618,41.7579,24,DU_019_SE15052
901,DUPAGE,22,0,-88.0167,41.7926,24,DU_019_SE15053
902,DUPAGE,50,0,-87.9612,41.7866,24,DU_019_SE15054
904,DUPAGE,11,0,-999,-999,24,DU_019_SE15055
907,DUPAGE,50,0,-87.9228,41.8064,24,DU_019_SE15056
909,DUPAGE,50,0,-87.9256,41.7584,24,DU_019_SE15057
910,DUPAGE,43,0,-87.9818,41.8148,24,DU_019_SE15058
10 - CENTRAL,COOK,50,0,-87.671067,41.608483,24,So_069_080
10 - CENTRAL,COOK,50,0,-87.671067,41.608483,24,So_069_161
10 - CENTRAL,COOK,50,0,-87.671067,41.608483,24,So_069_084
11 - EASTERN,COOK,41,0,-87.673117,41.647383,24,So_069_082
12 - HOLY CROSS CEM.,COOK,50,0,-87.546317,41.608167,24,So_069_081
12 - HOLY CROSS CEM.,COOK,32,0,-87.546317,41.608167,24,So_069_090
14- SKYLINE POOL,COOK,50,0,-87.633033,41.542983,24,So_069_078
14- SKYLINE POOL,COOK,50,0,-87.633033,41.542983,24,So_069_088
15- ALSIP,COOK,50,0,-87.756167,41.67105,24,So_069_075
16- OAK LAWN,COOK,50,0,-87.754917,41.7063,24,So_069_074
16- OAK LAWN,COOK,39,0,-87.754917,41.7063,24,So_069_085
17- EVERGREEN CEM.,COOK,50,0,-87.709283,41.731217,24,So_069_076
18- HICKORY HILLS,COOK,27,0,-87.842233,41.71925,24,So_069_086
2015EV-01,COOK,49,0,-87.6862,42.0641,24,EV_024_32
2015EV-01,COOK,2,0,-87.6862,42.0641,24,EV_024_39
2015EV-01,COOK,3,0,-87.6862,42.0641,24,EV_024_40
2015EV-02,COOK,8,0,-87.725,42.0678,24,EV_024_33
2015EV-02,COOK,11,0,-87.725,42.0678,24,EV_024_38
2015EV-02,COOK,6,0,-87.725,42.0678,24,EV_024_41
2015EV-03,COOK,12,0,-87.7042,42.0264,24,EV_024_34
2015EV-03,COOK,7,0,-87.7042,42.0264,24,EV_024_37
2015EV-03,COOK,9,0,-87.7042,42.0264,24,EV_024_42
2015EV-04,COOK,4,0,-87.6996,42.0556,24,EV_024_35
2015EV-04,COOK,21,0,-87.6996,42.0556,24,EV_024_36
28- MT HOPE CEM,COOK,50,0,-87.690627,41.677762,24,So_069_072
3-LRSH,COOK,50,0,-87.876167,41.709833,24,So_069_071
3-LRSH,COOK,50,0,-87.876167,41.709833,24,So_069_083
4-WESTERN,COOK,50,0,-87.886033,41.627883,24,So_069_073
6-SOUTHERN,COOK,50,0,-87.616883,41.481883,24,So_069_077
9 - LAHON,COOK,50,0,-87.606317,41.483933,24,So_069_079
9 - LAHON,COOK,50,0,-87.606317,41.483933,24,So_069_087
br,COOK,50,0,-87.83992,41.83077,24,De_018_dv186
br,COOK,50,0,-87.83992,41.83077,24,De_018_dv201
br,COOK,50,0,-87.83992,41.83077,24,De_018_dv218
br,COOK,27,0,-87.83992,41.83077,24,De_018_dv219
bv,COOK,30,0,-87.866029,41.86918,24,De_018_dv223
by,COOK,50,0,-87.90625,41.88705,24,De_018_dv224
by,COOK,38,0,-87.90625,41.88705,24,De_018_dv225
C428,COOK,25,0,-87.8302,41.9159,24,Cl_013_015-0127
CHWN01,DUPAGE,21,0,-88.0374,41.889,24,FO_028_12
D323,DUPAGE,5,0,-88.08558,41.94816,24,Cl_013_015-0121
D404,DUPAGE,41,0,-88.0585,41.8548,24,Cl_013_015-0124
D404,DUPAGE,40,0,-88.0585,41.8548,24,Cl_013_015-0125
D404,DUPAGE,40,0,-88.0585,41.8548,24,Cl_013_015-0126
D427,DUPAGE,26,0,-88.07686,41.9188,24,Cl_013_015-0122
fp,COOK,50,0,-87.82575,41.8755,24,De_018_dv183
fp,COOK,50,0,-87.82575,41.8755,24,De_018_dv191
fp,COOK,50,0,-87.82575,41.8755,24,De_018_dv192
fp,COOK,50,0,-87.82575,41.8755,24,De_018_dv193
fp,COOK,50,0,-87.82575,41.8755,24,De_018_dv205
fp,COOK,50,0,-87.82575,41.8755,24,De_018_dv233
fp,COOK,50,0,-87.82575,41.8755,24,De_018_dv234
G1,DUPAGE,12,0,-88.2208,41.7814,24,CI_011_N14016
G11*,WILL,126,0,-88.12711,41.73218,24,CI_011_N14022
G13,WILL,96,0,-88.1447,41.7128,24,CI_011_N14023
G15,WILL,117,0,-88.2045,41.6951,24,CI_011_N14024
G17,DUPAGE,116,0,-88.1695,41.7991,24,CI_011_N14018
G18,DUPAGE,11,0,-88.1914,41.7639,24,CI_011_N14020
G19,DUPAGE,528,0,-88.1124,41.7705,24,CI_011_N14021
G3,DUPAGE,24,0,-88.1369,41.7973,24,CI_011_N14017
G6,DUPAGE,96,0,-88.1642,41.7758,24,CI_011_N14019
GRWN01,DUPAGE,19,0,-87.9842,41.7735,24,FO_028_11
HEWN02,DUPAGE,2,0,-999,-999,24,FO_028_13
HIWN01,DUPAGE,29,0,-88.0543,41.831,24,FO_028_14
hk,COOK,50,0,-87.85477,41.76822,24,De_018_dv194
hk,COOK,50,0,-87.85477,41.76822,24,De_018_dv212
hk,COOK,25,0,-87.85477,41.76822,24,De_018_dv213
IDPH 05,COOK,50,0,-87.79447,41.94516,24,ID_034_I132
IDPH 05,COOK,50,0,-87.79447,41.94516,24,ID_034_I145
IDPH 06,COOK,50,0,-87.8131,41.9671,24,ID_034_I133
IDPH 06,COOK,50,0,-87.8131,41.9671,24,ID_034_I146
IDPH 101,COOK,26,0,-87.7537,41.6995,24,ID_034_I123
IDPH 101,COOK,50,0,-87.7537,41.6995,24,ID_034_I136
IDPH 102,COOK,37,0,-87.6953,41.7163,24,ID_034_I124
IDPH 102,COOK,31,0,-87.6953,41.7163,24,ID_034_I137
IDPH 103,COOK,50,0,-87.7177,41.7206,24,ID_034_I125
IDPH 103,COOK,50,0,-87.7177,41.7206,24,ID_034_I138
IDPH 104,DUPAGE,15,0,-87.9896,41.8732,24,ID_034_I126
IDPH 104,DUPAGE,50,0,-87.9896,41.8732,24,ID_034_I139
IDPH 105,COOK,50,0,-87.7602,41.7151,24,ID_034_I127
IDPH 105,COOK,50,0,-87.7602,41.7151,24,ID_034_I140
IDPH 106,DUPAGE,33,0,-88.0367,41.8061,24,ID_034_I128
IDPH 106,DUPAGE,50,1,-88.0367,41.8061,24,ID_034_I141
IDPH 109,DUPAGE,7,0,-87.9841,41.6868,24,ID_034_I129
IDPH 109,DUPAGE,27,0,-87.9841,41.6868,24,ID_034_I142
IDPH 111,COOK,14,0,-87.9976,41.6504,24,ID_034_I130
IDPH 111,COOK,9,0,-87.9976,41.6504,24,ID_034_I143
IDPH 112,COOK,50,0,-87.7022,41.7351,24,ID_034_I131
IDPH 112,COOK,50,0,-87.7022,41.7351,24,ID_034_I144
K411,KANE,5,0,-999,-999,24,Cl_013_015-0129
K434,KANE,30,0,0,0,24,Cl_013_015-0130
K434,KANE,30,0,0,0,24,Cl_013_015-0131
K435,KANE,50,0,-88.293052,41.926993,24,Cl_013_015-0128
K447,KANE,25,0,-88.323672,41.848069,24,Cl_013_015-0133
K452,KANE,8,0,-88.293025,41.882196,24,Cl_013_015-0132
KANE 09,KANE,18,0,-88.2809,42.1455,24,ID_034_I160
KENDALL03,KENDALL,50,0,-88.2787,41.7137,24,ID_034_I135
KENDALL03,KENDALL,50,0,-88.2787,41.7137,24,ID_034_I148
L301,LAKE,19,0,-87.913,42.193,24,Cl_013_015-0112
L438,LAKE,24,0,-87.886698,42.160485,24,Cl_013_015-0111
L446,LAKE,9,0,-87.846347,42.282584,24,Cl_013_015-0116
L450,LAKE,12,0,-87.851806,42.310319,24,Cl_013_015-0117
L460,LAKE,38,0,-87.807569,42.155136,24,Cl_013_015-0114
LCFP 15,LAKE,9,0,-89.8911,42.259,24,Cl_013_015-0115
LCFP 16,LAKE,7,0,-87.9252,42.2403,24,Cl_013_015-0120
LCFP 18,LAKE,16,0,-87.8847,42.4102,24,Cl_013_015-0119
LCFP 8,LAKE,5,0,-88.14942,42.37836,24,Cl_013_015-0138
LCFP 9,LAKE,12,0,-88.1084,42.2622,24,Cl_013_015-0135
LCHD A,LAKE,17,0,-87.845081,42.43321,24,Cl_013_015-0118
LCHD D,LAKE,46,0,-88.0683,42.4006,24,Cl_013_015-0139
LCHD H,LAKE,7,0,-999,-999,24,Cl_013_015-0134
LCHD O,LAKE,19,0,-88.13949,42.2665,24,Cl_013_015-0136
lg,COOK,50,0,-87.86581,41.81025,24,De_018_dv181
lg,COOK,50,0,-87.86581,41.81025,24,De_018_dv185
lg,COOK,50,0,-87.86581,41.81025,24,De_018_dv195
lg,COOK,50,0,-87.86581,41.81025,24,De_018_dv200
lg,COOK,50,0,-87.86581,41.81025,24,De_018_dv214
lg,COOK,50,0,-87.86581,41.81025,24,De_018_dv215
lg,COOK,50,0,-87.86581,41.81025,24,De_018_dv216
lh,COOK,50,0,-87.89658,41.78742,24,De_018_dv184
lh,COOK,50,0,-87.89658,41.78742,24,De_018_dv199
lh,COOK,50,0,-87.89658,41.78742,24,De_018_dv210
lh,COOK,11,0,-87.89658,41.78742,24,De_018_dv211
lp,COOK,50,0,-87.89391,41.82378,24,De_018_dv196
lp,COOK,15,0,-87.89391,41.82378,24,De_018_dv217
M449,MCHENRY,6,0,-88.208232,42.348866,24,Cl_013_015-0137
MC008,MCHENRY,50,0,-88.4009,42.1734,24,ID_034_I159
MC009,MCHENRY,50,0,-88.3444,42.1998,24,ID_034_I161
MMWN01,DUPAGE,163,0,-999,-999,24,FO_028_8
MONEE 1,WILL,37,0,-88.2428,41.7736,24,ID_034_I188
MONEE 2,WILL,48,0,-87.743,41.4211,24,ID_034_I189
MONEE3,WILL,43,0,0,0,24,ID_034_I190
mp,COOK,35,0,-87.86557,41.89633,24,De_018_dv226
NN,COOK,24,0,-87.816896,41.850487,24,De_018_dv235
NSG13,COOK,50,0,-87.821683,42.110783,24,No_060_NS0134
NSG13,COOK,23,0,-87.821683,42.110783,24,No_060_NS0135
NSG13,COOK,50,0,-87.821683,42.110783,24,No_060_NS0145
NSG13,COOK,50,0,-87.821683,42.110783,24,No_060_NS0146
NSG13,COOK,42,0,-87.821683,42.110783,24,No_060_NS0159
NSG14,COOK,40,0,-87.74885,42.098383,24,No_060_NS0136
NSG14,COOK,50,1,-87.74885,42.098383,24,No_060_NS0160
NSG14,COOK,50,0,-87.74885,42.098383,24,No_060_NS0161
NSG14,COOK,37,0,-87.74885,42.098383,24,No_060_NS0162
NSG17,COOK,50,0,-87.696433,42.022067,24,No_060_NS0137
NSG17,COOK,50,0,-87.696433,42.022067,24,No_060_NS0147
NSG21,COOK,39,0,-87.751133,42.076717,24,No_060_NS0138
NSG21,COOK,20,0,-87.751133,42.076717,24,No_060_NS0148
NSG21,COOK,27,0,-87.751133,42.076717,24,No_060_NS0163
NSG22,COOK,17,0,-87.789667,42.04255,24,No_060_NS0149
NSG22,COOK,50,0,-87.789667,42.04255,24,No_060_NS0164
NSG22,COOK,41,0,-87.789667,42.04255,24,No_060_NS0165
NSG23,COOK,35,0,-87.798462,42.01703,24,No_060_NS0166
NSG24,COOK,28,0,-87.497,42.8472,24,No_060_NS0139
NSG24,COOK,50,0,-87.497,42.8472,24,No_060_NS0167
NSG24,COOK,50,0,-87.497,42.8472,24,No_060_NS0168
NSG24,COOK,50,0,-87.497,42.8472,24,No_060_NS0169
NSG25,COOK,22,0,-87.716083,42.085583,24,No_060_NS0140
NSG3,COOK,45,0,-87.7118,42.059166,24,No_060_NS0131
NSG3,COOK,41,0,-87.7118,42.059166,24,No_060_NS0141
NSG3,COOK,50,0,-87.7118,42.059166,24,No_060_NS0150
NSG3,COOK,50,0,-87.7118,42.059166,24,No_060_NS0151
NSG5,COOK,11,0,-87.761766,42.097216,24,No_060_NS0142
NSG5,COOK,50,0,-87.761766,42.097216,24,No_060_NS0152
NSG5,COOK,26,0,-87.761766,42.097216,24,No_060_NS0153
NSG6,COOK,40,0,-87.745233,42.02175,24,No_060_NS0132
NSG6,COOK,21,0,-87.745233,42.02175,24,No_060_NS0143
NSG9,COOK,50,0,-87.781716,42.117633,24,No_060_NS0133
NSG9,COOK,17,0,-87.781716,42.117633,24,No_060_NS0144
NSG9,COOK,50,0,-87.781716,42.117633,24,No_060_NS0154
NSG9,COOK,50,0,-87.781716,42.117633,24,No_060_NS0155
NSG9,COOK,50,0,-87.781716,42.117633,24,No_060_NS0156
NSG9,COOK,50,0,-87.781716,42.117633,24,No_060_NS0157
NSG9,COOK,35,0,-87.781716,42.117633,24,No_060_NS0158
NWAH2,COOK,50,0,-87.998563,42.083591,24,No_061_216
NWBR2,COOK,54,0,-88.16306,42.1139,24,No_061_209
NWBR3,COOK,55,0,-88.1284,42.13776,24,No_061_212
NWBT1,COOK,40,0,-88.17953,41.99677,24,No_061_208
NWDP,COOK,50,0,-87.92988,42.04765,24,No_061_215
NWEG2,COOK,50,0,-88.04102,42.00442,24,No_061_214
NWEG3,COOK,46,0,-87.9535,42.0117,24,No_061_220
NWEGSH,COOK,14,0,-87.97607,42.02747,24,No_061_219
NWGL2,COOK,50,0,-87.849346,42.065177,24,No_061_217
NWHE4,COOK,35,0,-88.104243,42.103473,24,No_061_207
NWNB1,COOK,43,0,-87.860278,42.115833,24,No_061_218
NWPH2,COOK,29,0,-87.934,42.046,24,No_061_221
NWPR2,COOK,41,0,-87.831669,42.033113,24,No_061_213
NWPR3,COOK,12,0,-87.831861,42.001583,24,No_061_211
NWRM1,COOK,27,0,-88.027866,42.079233,24,No_061_210
on,COOK,50,0,-87.79174,41.90527,24,De_018_dv230
op,COOK,50,0,-87.78848,41.8713,24,De_018_dv190
op,COOK,50,0,-87.78848,41.8713,24,De_018_dv231
op,COOK,47,0,-87.78848,41.8713,24,De_018_dv232
rf,COOK,50,0,-87.82272,41.9058,24,De_018_dv204
rf,COOK,50,0,-87.82272,41.9058,24,De_018_dv227
rf,COOK,50,0,-87.82272,41.9058,24,De_018_dv228
rf,COOK,50,0,-87.82272,41.9058,24,De_018_dv229
RICHTON PARK,COOK,50,0,-87.712419,41.490915,24,So_069_089
rp,COOK,50,0,-87.81937,41.73735,24,De_018_dv207
rp,COOK,35,0,-87.81937,41.73735,24,De_018_dv208
su,COOK,34,0,-87.80536,41.78853,24,De_018_dv206
T002,COOK,43,0,-87.7974,41.9562,24,CH_010_40773
T002,COOK,38,0,-87.7974,41.9562,24,CH_010_40775
T002,COOK,47,0,-87.7974,41.9562,24,CH_010_40774
T003,COOK,1,0,-87.86,41.96,24,CH_010_40776
T003,COOK,2,0,-87.86,41.96,24,CH_010_40777
T008,COOK,7,0,-87.7779,42.0092,24,CH_010_40778
T008,COOK,1,0,-87.7779,42.0092,24,CH_010_40779
T009,COOK,4,0,-87.8529,41.9885,24,CH_010_40780
T009,COOK,8,0,-87.8529,41.9885,24,CH_010_40781
T011,COOK,8,0,-87.8328,41.9449,24,CH_010_40782
T012,COOK,2,0,-87.7448,41.9942,24,CH_010_40783
T013,COOK,5,0,-87.7782,41.923864,24,CH_010_40801
T013,COOK,13,0,-87.7782,41.923864,24,CH_010_40802
T017,COOK,2,0,-87.6469,41.962,24,CH_010_40791
T027,COOK,6,0,-87.7286,41.9858,24,CH_010_40792
T028,COOK,22,0,-87.6896,41.9869,24,CH_010_40793
T028,COOK,44,0,-87.6896,41.9869,24,CH_010_40795
T028,COOK,8,0,-87.6896,41.9869,24,CH_010_40794
T030,COOK,2,0,-87.7159,41.8816,24,CH_010_40803
T031,COOK,4,0,-87.7647,41.8738,24,CH_010_40804
T035,COOK,2,0,-87.68,41.84,24,CH_010_40828
T039,COOK,1,0,-87.7264,41.9118,24,CH_010_40805
T046,COOK,6,0,-87.6892,41.8914,24,CH_010_40810
T046,COOK,1,0,-87.6892,41.8914,24,CH_010_40809
T047,COOK,1,0,-87.696,41.8681,24,CH_010_40811
T049,COOK,1,0,-87.6553,41.8965,24,CH_010_40812
T054A,COOK,2,0,-87.631291,41.919824,24,CH_010_40813
T054B,COOK,6,0,-87.636004,41.918459,24,CH_010_40815
T054B,COOK,1,0,-87.636004,41.918459,24,CH_010_40814
T061,COOK,35,0,-87.6746,41.8013,24,CH_010_40817
T061,COOK,3,0,-87.6746,41.8013,24,CH_010_40816
T063,COOK,9,0,-87.7241,41.8253,24,CH_010_40818
T063,COOK,5,0,-87.7241,41.8253,24,CH_010_40819
T065,COOK,2,0,-87.752,41.7774,24,CH_010_40820
T065,COOK,2,0,-87.752,41.7774,24,CH_010_40821
T066,COOK,1,0,-87.703,41.7716,24,CH_010_40822
T069,COOK,7,0,-87.678,41.7685,24,CH_010_40823
T073,COOK,19,0,-87.6002,41.7733,24,CH_010_40829
T074,COOK,10,0,-87.66,41.82,24,CH_010_40830
T074,COOK,39,0,-87.66,41.82,24,CH_010_40832
T074,COOK,27,0,-87.66,41.82,24,CH_010_40831
T077,COOK,1,0,-87.586491,41.778706,24,CH_010_40833
T080,COOK,6,0,-87.6138,41.7546,24,CH_010_40834
T080,COOK,38,0,-87.6138,41.7546,24,CH_010_40836
T080,COOK,19,0,-87.6138,41.7546,24,CH_010_40835
T082,COOK,1,0,-87.6429,41.8034,24,CH_010_40837
T083,COOK,1,0,-87.5826,41.7493,24,CH_010_40838
T089,COOK,2,0,-87.6568,41.7048,24,CH_010_40839
T090,COOK,2,0,-87.6614,41.6776,24,CH_010_40840
T094,COOK,1,0,-87.6648,41.7213,24,CH_010_40841
T094,COOK,11,0,-87.6648,41.7213,24,CH_010_40842
T095,COOK,3,0,-87.6314,41.7053,24,CH_010_40843
T102,COOK,3,0,-87.6091,41.6964,24,CH_010_40848
T114,COOK,5,0,-87.7368,41.7987,24,CH_010_40824
T115,COOK,7,0,-87.5903,41.6624,24,CH_010_40850
T128,COOK,1,0,-87.5656,41.7047,24,CH_010_40851
T128,COOK,1,0,-87.5656,41.7047,24,CH_010_40852
T135,COOK,10,0,-87.6329,41.6632,24,CH_010_40845
T138,COOK,9,0,-87.5778,41.6201,24,CH_010_40853
T147,COOK,2,0,-87.7001,41.9321,24,CH_010_40796
T147,COOK,13,0,-87.7001,41.9321,24,CH_010_40797
T151,COOK,8,0,-87.8006,41.9163,24,CH_010_40806
T152,COOK,9,0,-87.7161,41.8461,24,CH_010_40807
T155,COOK,4,0,-87.7789,41.7759,24,CH_010_40825
T159,COOK,8,0,-87.6496,41.7311,24,CH_010_40846
T209,COOK,2,0,-87.545906,41.655534,24,CH_010_40854
T209,COOK,13,0,-87.545906,41.655534,24,CH_010_40855
T212,COOK,8,0,-87.528475,41.680787,24,CH_010_40856
T221,COOK,1,0,-87.6,41.65,24,CH_010_40857
T222,COOK,3,0,-87.747502,41.925226,24,CH_010_40808
T223,COOK,5,0,-87.80467,41.973995,24,CH_010_40784
T223,COOK,11,0,-87.80467,41.973995,24,CH_010_40785
T224,COOK,1,0,-87.671702,41.947011,24,CH_010_40798
T224,COOK,2,0,-87.671702,41.947011,24,CH_010_40799
T225,COOK,31,0,-87.731457,41.743395,24,CH_010_40826
T227,COOK,13,0,-87.608227,41.728445,24,CH_010_40847
T228,COOK,9,0,-87.724985,41.952654,24,CH_010_40786
T228,COOK,14,0,-87.724985,41.952654,24,CH_010_40787
T231,COOK,1,0,-87.668446,41.988827,24,CH_010_40800
T233,COOK,21,0,-87.806735,42.010253,24,CH_010_40788
T233,COOK,23,0,-87.806735,42.010253,24,CH_010_40789
T235,COOK,2,0,-87.728342,41.774866,24,CH_010_40827
T236,COOK,3,0,-87.770852,41.995042,24,CH_010_40790
T902,COOK,7,0,-87.882,41.9798,24,CH_010_40858
T902,COOK,50,0,-87.882,41.9798,24,CH_010_40859
T902,COOK,13,0,-87.882,41.9798,24,CH_010_40860
T905,COOK,23,0,-87.882,41.9798,24,CH_010_40861
T906,COOK,13,0,-87.882,41.9798,24,CH_010_40862
T906,COOK,24,0,-87.882,41.9798,24,CH_010_40863
T912,COOK,44,0,-87.882,41.9798,24,CH_010_40864
T912,COOK,36,0,-87.882,41.9798,24,CH_010_40865
T913,COOK,29,0,-87.882,41.9798,24,CH_010_40866
T924,COOK,4,0,0,0,24,CH_010_40867
TRAP 10,KENDALL,17,0,0,0,24,KE_042_007
TRAP 11,KENDALL,18,0,-88.5636,41.6097,24,KE_042_008
TRAP 12,KENDALL,44,0,-88.3977,41.6295,24,KE_042_009
TRAP 14,KENDALL,50,0,-88.3483,41.7034,24,KE_042_010
TRAP 14,KENDALL,50,0,-88.3483,41.7034,24,KE_042_011
TRAP 15,KENDALL,16,0,-88.3116,41.5124,24,KE_042_012
TRAP 3,COOK,443,0,-87.7178,42.0445,24,SK_068_061515-3
TRAP 3,KENDALL,22,0,-88.540651,41.671274,24,KE_042_005
TRAP 3,COOK,153,0,-87.7178,42.0445,24,SK_068_061715-3
TRAP 3,COOK,159,0,-87.7178,42.0445,24,SK_068_061915-3
TRAP 4,COOK,344,0,-87.7607,42.0327,24,SK_068_061515-4
TRAP 4,COOK,295,0,-87.7607,42.0327,24,SK_068_061715-4
TRAP 4,COOK,262,0,-87.7607,42.0327,24,SK_068_061915-4
TRAP 7,COOK,880,0,-87.7402,42.0235,24,SK_068_061515-7
TRAP 7,COOK,289,0,-87.7402,42.0235,24,SK_068_061715-7
TRAP 7,COOK,283,0,-87.7402,42.0235,24,SK_068_061915-7
TRAP 8,KENDALL,35,0,-88.5812,41.5431,24,KE_042_006
W442,DUPAGE,5,0,-87.9795,41.9669,24,Cl_013_015-0123
WCHD1,WILL,50,0,-88.04039,41.30351,24,WI_079_1501WCHD9
WCHD11,WILL,50,0,-87.883601,41.533476,24,WI_079_1511WCHD6
WCHD11,WILL,36,0,-87.883601,41.533476,24,WI_079_1511WCHD7
WCHD16,WILL,50,0,-87.950095,41.616909,24,WI_079_1516WCHD9
WCHD16,WILL,34,0,-87.950095,41.616909,24,WI_079_1516WCHD10
WCHD24,WILL,33,0,-87.81483,41.488883,24,WI_079_1524WCHD6
WCHD3,WILL,42,0,-87.58277,41.30723,24,WI_079_1503WCHD9
WCHD3,WILL,13,0,-87.58277,41.30723,24,WI_079_1503WCHD10
we,COOK,50,0,-87.88832,41.85585,24,De_018_dv182
we,COOK,50,0,-87.88832,41.85585,24,De_018_dv187
we,COOK,50,0,-87.88832,41.85585,24,De_018_dv188
we,COOK,50,0,-87.88832,41.85585,24,De_018_dv189
we,COOK,50,0,-87.88832,41.85585,24,De_018_dv197
we,COOK,50,0,-87.88832,41.85585,24,De_018_dv198
we,COOK,50,0,-87.88832,41.85585,24,De_018_dv202
we,COOK,50,0,-87.88832,41.85585,24,De_018_dv203
we,COOK,50,0,-87.88832,41.85585,24,De_018_dv220
we,COOK,50,0,-87.88832,41.85585,24,De_018_dv221
we,COOK,50,0,-87.88832,41.85585,24,De_018_dv222
WILL 03,WILL,22,0,-88.0982,41.7273,24,ID_034_I134
WILL 03,WILL,50,0,-88.0982,41.7273,24,ID_034_I147
WMWN03,DUPAGE,50,0,-88.1746,41.9321,24,FO_028_15
WNV-2015-002,KANE,36,0,-88.2863,41.7859,24,KA_040_201500302
WNV-2015-004,KANE,23,0,-999,-999,24,KA_040_201500104
WNV-2015-005,KANE,50,0,-88.415,41.9573,24,KA_040_201500505
WNV-2015-005,KANE,44,0,-88.415,41.9573,24,KA_040_201500605
WNV-2015-007,KANE,50,0,-88.363,42.0854,24,KA_040_201500207
WNV-2015-007,KANE,40,0,-88.363,42.0854,24,KA_040_201500307
WNV-2015-008,KANE,42,0,-88.3645,42.0077,24,KA_040_201500608
WNV-2015-009,KANE,36,0,-999,-999,24,KA_040_201500509
WNV-2015-010,KANE,50,0,-88.2646,42.1177,24,KA_040_201500510
WNV-2015-010,KANE,50,0,-88.2646,42.1177,24,KA_040_201500610
ws,COOK,44,0,-87.88511,41.73975,24,De_018_dv209
1,MCHENRY,47,0,-42.340416,88.438066,25,MC_053_1312015
2,DUPAGE,86,0,-88.16775,41.79228,25,CI_011_N14026
3,DUPAGE,108,0,-88.16775,41.79228,25,CI_011_N14027
8,COOK,30,0,-87.8647,42.0815,25,CO_016_29
10,COOK,50,0,-87.8948,41.9318,25,CO_016_26
15,MCHENRY,9,0,-88.26823,42.2226,25,MC_053_1332015
17,COOK,15,0,-87.855546,41.922432,25,CO_016_25
18,MCHENRY,1,0,-88.29916,42.27934,25,MC_053_1342015
19,MCHENRY,31,0,-88.43285,42.47678,25,MC_053_1322015
20,MCHENRY,50,0,-88.2358,42.44694,25,MC_053_1352015
20,MCHENRY,37,0,-88.2358,42.44694,25,MC_053_1362015
21,MCHENRY,50,0,-88.31541,42.18941,25,MC_053_1522015
21,MCHENRY,50,0,-88.31541,42.18941,25,MC_053_1532015
21,MCHENRY,50,0,-88.31541,42.18941,25,MC_053_1542015
21,MCHENRY,50,0,-88.31541,42.18941,25,MC_053_1552015
21,MCHENRY,50,0,-88.31541,42.18941,25,MC_053_1562015
21,MCHENRY,50,0,-88.31541,42.18941,25,MC_053_1582015
21,MCHENRY,50,0,-88.31541,42.18941,25,MC_053_1592015
21,MCHENRY,50,0,-88.31541,42.18941,25,MC_053_1602015
21,MCHENRY,45,0,-88.31541,42.18941,25,MC_053_1612015
22,MCHENRY,50,0,-88.38632,42.38654,25,MC_053_1372015
22,MCHENRY,48,0,-88.38632,42.38654,25,MC_053_1382015
23,MCHENRY,50,0,-88.62511,42.41502,25,MC_053_1392015
23,MCHENRY,50,0,-88.62511,42.41502,25,MC_053_1402015
23,MCHENRY,50,0,-88.62511,42.41502,25,MC_053_1412015
23,MCHENRY,50,0,-88.62511,42.41502,25,MC_053_1422015
23,MCHENRY,34,0,-88.62511,42.41502,25,MC_053_1432015
24,MCHENRY,50,0,-88.278436,42.349945,25,MC_053_1442015
24,MCHENRY,50,0,-88.278436,42.349945,25,MC_053_1452015
24,MCHENRY,50,0,-88.278436,42.349945,25,MC_053_1462015
24,MCHENRY,50,0,-88.278436,42.349945,25,MC_053_1472015
24,MCHENRY,50,0,-88.278436,42.349945,25,MC_053_1482015
24,MCHENRY,50,0,-88.278436,42.349945,25,MC_053_1492015
24,MCHENRY,50,0,-88.278436,42.349945,25,MC_053_1502015
24,MCHENRY,42,0,-88.278436,42.349945,25,MC_053_1512015
30,COOK,50,0,-87.8158,41.7076,25,CO_016_24
34,WILL,50,0,-88.041474,41.304663,25,WI_079_1534WCHD9
34,WILL,26,0,-88.041474,41.304663,25,WI_079_1534WCHD10
34,WILL,11,0,-88.041474,41.304663,25,WI_079_1503WCHD12
36,COOK,20,0,-87.8598,42.1028,25,CO_016_27
38,COOK,30,0,-87.8626,42.0907,25,CO_016_28
106,DUPAGE,50,0,-88.164476,41.969188,25,DU_019_C15063
109,DUPAGE,50,0,-88.24924,41.950872,25,DU_019_C15064
201,DUPAGE,24,0,-88.117762,41.963811,25,DU_019_E15040
207,DUPAGE,50,0,-88.0847,41.9278,25,DU_019_E15041
307,DUPAGE,50,0,-87.9501,41.9157,25,DU_019_E15042
