LOCATEID,FIPSCOUNTY,POOLSIZE,ISPOS,LOGITUDE,LATITUDE,WEEK_NEW,UNIQ_ID
NSG23,COOK,50,0,-87.798462,42.01703,31,No_060_NS0652
NSG23,COOK,50,0,-87.798462,42.01703,31,No_060_NS0673
NSG23,COOK,50,0,-87.798462,42.01703,31,No_060_NS0674
NSG23,COOK,50,0,-87.798462,42.01703,31,No_060_NS0705
NSG23,COOK,50,0,-87.798462,42.01703,31,No_060_NS0706
NSG24,COOK,55,0,-87.497,42.8472,31,No_060_NS0653
NSG24,COOK,43,0,-87.497,42.8472,31,No_060_NS0675
NSG25,COOK,50,0,-87.716083,42.085583,31,No_060_NS0655
NSG25,COOK,50,0,-87.716083,42.085583,31,No_060_NS0654
NSG25,COOK,50,0,-87.716083,42.085583,31,No_060_NS0656
NSG25,COOK,50,0,-87.716083,42.085583,31,No_060_NS0657
NSG25,COOK,50,0,-87.716083,42.085583,31,No_060_NS0658
NSG25,COOK,50,1,-87.716083,42.085583,31,No_060_NS0678
NSG25,COOK,50,0,-87.716083,42.085583,31,No_060_NS0676
NSG25,COOK,50,0,-87.716083,42.085583,31,No_060_NS0677
NSG25,COOK,50,0,-87.716083,42.085583,31,No_060_NS0707
NSG25,COOK,50,0,-87.716083,42.085583,31,No_060_NS0708
NSG25,COOK,50,0,-87.716083,42.085583,31,No_060_NS0709
NSG29,COOK,50,0,-87.766116,42.143945,31,No_060_NS0679
NSG29,COOK,50,0,-87.766116,42.143945,31,No_060_NS0680
NSG29,COOK,50,0,-87.766116,42.143945,31,No_060_NS0711
NSG29,COOK,50,0,-87.766116,42.143945,31,No_060_NS0713
NSG29,COOK,50,0,-87.766116,42.143945,31,No_060_NS0710
NSG29,COOK,50,0,-87.766116,42.143945,31,No_060_NS0712
NSG3,COOK,50,0,-87.7118,42.059166,31,No_060_NS0631
NSG3,COOK,35,0,-87.7118,42.059166,31,No_060_NS0659
NSG3,COOK,50,1,-87.7118,42.059166,31,No_060_NS0685
NSG3,COOK,29,1,-87.7118,42.059166,31,No_060_NS0686
NSG5,COOK,50,0,-87.761766,42.097216,31,No_060_NS0633
NSG5,COOK,50,0,-87.761766,42.097216,31,No_060_NS0632
NSG5,COOK,50,0,-87.761766,42.097216,31,No_060_NS0634
NSG5,COOK,50,0,-87.761766,42.097216,31,No_060_NS0661
NSG5,COOK,50,0,-87.761766,42.097216,31,No_060_NS0660
NSG5,COOK,50,0,-87.761766,42.097216,31,No_060_NS0687
NSG5,COOK,50,1,-87.761766,42.097216,31,No_060_NS0688
NSG5,COOK,50,0,-87.761766,42.097216,31,No_060_NS0714
NSG6,COOK,50,0,-87.745233,42.02175,31,No_060_NS0635
NSG6,COOK,50,0,-87.745233,42.02175,31,No_060_NS0636
NSG6,COOK,50,0,-87.745233,42.02175,31,No_060_NS0637
NSG6,COOK,50,0,-87.745233,42.02175,31,No_060_NS0638
NSG6,COOK,50,0,-87.745233,42.02175,31,No_060_NS0639
NSG6,COOK,50,0,-87.745233,42.02175,31,No_060_NS0662
NSG6,COOK,50,0,-87.745233,42.02175,31,No_060_NS0663
NSG6,COOK,50,0,-87.745233,42.02175,31,No_060_NS0664
NSG6,COOK,50,0,-87.745233,42.02175,31,No_060_NS0691
NSG6,COOK,50,0,-87.745233,42.02175,31,No_060_NS0693
NSG6,COOK,50,0,-87.745233,42.02175,31,No_060_NS0689
NSG6,COOK,50,0,-87.745233,42.02175,31,No_060_NS0690
NSG6,COOK,50,0,-87.745233,42.02175,31,No_060_NS0692
NSG9,COOK,50,0,-87.781716,42.117633,31,No_060_NS0640
NSG9,COOK,50,0,-87.781716,42.117633,31,No_060_NS0665
NSG9,COOK,50,0,-87.781716,42.117633,31,No_060_NS0694
NSG9,COOK,25,0,-87.781716,42.117633,31,No_060_NS0695
NWAH2,COOK,50,1,-87.998563,42.083591,31,No_061_990
NWAH2,COOK,50,0,-87.998563,42.083591,31,No_061_991
NWAH2,COOK,50,0,-87.998563,42.083591,31,No_061_992
NWAH2,COOK,50,0,-87.998563,42.083591,31,No_061_1025
NWAH2,COOK,50,0,-87.998563,42.083591,31,No_061_1026
NWAH2,COOK,50,1,-87.998563,42.083591,31,No_061_1056
NWAH2,COOK,50,0,-87.998563,42.083591,31,No_061_1057
NWAH2,COOK,50,0,-87.998563,42.083591,31,No_061_1083
NWAH2,COOK,50,1,-87.998563,42.083591,31,No_061_1084
NWAH2,COOK,50,0,-87.998563,42.083591,31,No_061_1116
NWAH2,COOK,50,0,-87.998563,42.083591,31,No_061_1117
NWAH2,COOK,50,1,-87.998563,42.083591,31,No_061_1130
NWBG1,COOK,11,0,-87.97649,42.14123,31,No_061_981
NWBG1,COOK,15,0,-87.97649,42.14123,31,No_061_1032
NWBG1,COOK,7,0,-87.97649,42.14123,31,No_061_1062
NWBG1,COOK,32,0,-87.97649,42.14123,31,No_061_1128
NWBR2,COOK,16,1,-88.16306,42.1139,31,No_061_983
NWBR2,COOK,19,0,-88.16306,42.1139,31,No_061_1036
NWBR2,COOK,17,0,-88.16306,42.1139,31,No_061_1060
NWBR2,COOK,50,0,-88.16306,42.1139,31,No_061_1137
NWBR2,COOK,27,0,-88.16306,42.1139,31,No_061_1138
NWBR3,COOK,27,0,-88.1284,42.13776,31,No_061_982
NWBR3,COOK,52,0,-88.1284,42.13776,31,No_061_1033
NWBR3,COOK,36,0,-88.1284,42.13776,31,No_061_1061
NWBR3,COOK,50,0,-88.1284,42.13776,31,No_061_1129
NWBR3,COOK,50,0,-88.1284,42.13776,31,No_061_1133
NWBT1,COOK,50,0,-88.17953,41.99677,31,No_061_1014
NWBT1,COOK,50,0,-88.17953,41.99677,31,No_061_1015
NWBT1,COOK,39,0,-88.17953,41.99677,31,No_061_1049
NWBT1,COOK,50,0,-88.17953,41.99677,31,No_061_1077
NWBT1,COOK,50,0,-88.17953,41.99677,31,No_061_1098
NWBT1,COOK,50,0,-88.17953,41.99677,31,No_061_1099
NWBT1,COOK,50,1,-88.17953,41.99677,31,No_061_1144
NWBT1,COOK,50,1,-88.17953,41.99677,31,No_061_1145
NWDP,COOK,19,0,-87.92988,42.04765,31,No_061_1021
NWDP,COOK,39,0,-87.92988,42.04765,31,No_061_1037
NWDP,COOK,50,1,-87.92988,42.04765,31,No_061_1079
NWDP,COOK,50,0,-87.92988,42.04765,31,No_061_1095
NWDP,COOK,50,0,-87.92988,42.04765,31,No_061_1141
NWDP,COOK,50,1,-87.92988,42.04765,31,No_061_1142
NWDP,COOK,50,1,-87.92988,42.04765,31,No_061_1143
NWEG2,COOK,50,0,-88.04102,42.00442,31,No_061_998
NWEG2,COOK,45,0,-88.04102,42.00442,31,No_061_1048
NWEG2,COOK,51,0,-88.04102,42.00442,31,No_061_1075
NWEG2,COOK,50,0,-88.04102,42.00442,31,No_061_1122
NWEG2,COOK,38,0,-88.04102,42.00442,31,No_061_1123
NWEG3,COOK,50,0,-87.9535,42.0117,31,No_061_1007
NWEG3,COOK,50,0,-87.9535,42.0117,31,No_061_1008
NWEG3,COOK,50,0,-87.9535,42.0117,31,No_061_1009
NWEG3,COOK,50,0,-87.9535,42.0117,31,No_061_1045
NWEG3,COOK,50,0,-87.9535,42.0117,31,No_061_1046
NWEG3,COOK,48,0,-87.9535,42.0117,31,No_061_1070
NWEG3,COOK,50,1,-87.9535,42.0117,31,No_061_1096
NWEG3,COOK,50,1,-87.9535,42.0117,31,No_061_1097
NWEG3,COOK,50,1,-87.9535,42.0117,31,No_061_1100
NWEG3,COOK,50,0,-87.9535,42.0117,31,No_061_1119
NWEG3,COOK,50,1,-87.9535,42.0117,31,No_061_1120
NWEG3,COOK,50,0,-87.9535,42.0117,31,No_061_1121
NWEGSH,COOK,16,0,-87.97607,42.02747,31,No_061_1012
NWEGSH,COOK,7,0,-87.97607,42.02747,31,No_061_1040
NWEGSH,COOK,7,0,-87.97607,42.02747,31,No_061_1074
NWEGSH,COOK,31,1,-87.97607,42.02747,31,No_061_1106
NWEL1,COOK,7,0,-88.25974,42.02845,31,No_061_1016
NWEL1,COOK,16,0,-88.25974,42.02845,31,No_061_1050
NWEL1,COOK,18,0,-88.25974,42.02845,31,No_061_1068
NWEL1,COOK,43,0,-88.25974,42.02845,31,No_061_1124
NWGL2,COOK,50,0,-87.849346,42.065177,31,No_061_1003
NWGL2,COOK,50,0,-87.849346,42.065177,31,No_061_1004
NWGL2,COOK,50,0,-87.849346,42.065177,31,No_061_1005
NWGL2,COOK,50,0,-87.849346,42.065177,31,No_061_999
NWGL2,COOK,50,0,-87.849346,42.065177,31,No_061_1039
NWGL2,COOK,50,0,-87.849346,42.065177,31,No_061_1041
NWGL2,COOK,50,0,-87.849346,42.065177,31,No_061_1042
NWGL2,COOK,50,0,-87.849346,42.065177,31,No_061_1071
NWGL2,COOK,37,0,-87.849346,42.065177,31,No_061_1072
NWGL2,COOK,50,0,-87.849346,42.065177,31,No_061_1092
NWGL2,COOK,50,0,-87.849346,42.065177,31,No_061_1093
NWGL2,COOK,50,0,-87.849346,42.065177,31,No_061_1094
NWGL2,COOK,50,1,-87.849346,42.065177,31,No_061_1101
NWGL2,COOK,50,0,-87.849346,42.065177,31,No_061_1102
NWGL2,COOK,50,0,-87.849346,42.065177,31,No_061_1103
NWHE1,COOK,40,0,-88.23263,42.05819,31,No_061_984
NWHE1,COOK,16,0,-88.23263,42.05819,31,No_061_1031
NWHE1,COOK,47,0,-88.23263,42.05819,31,No_061_1053
NWHE1,COOK,50,0,-88.23263,42.05819,31,No_061_1126
NWHE2,COOK,50,1,-88.0713,42.04724,31,No_061_1018
NWHE2,COOK,50,0,-88.0713,42.04724,31,No_061_1019
NWHE2,COOK,50,0,-88.0713,42.04724,31,No_061_1020
NWHE2,COOK,50,1,-88.0713,42.04724,31,No_061_1022
NWHE2,COOK,50,0,-88.0713,42.04724,31,No_061_1051
NWHE2,COOK,50,0,-88.0713,42.04724,31,No_061_1052
NWHE2,COOK,50,0,-88.0713,42.04724,31,No_061_1067
NWHE2,COOK,50,1,-88.0713,42.04724,31,No_061_1090
NWHE2,COOK,50,0,-88.0713,42.04724,31,No_061_1091
NWHE2,COOK,50,0,-88.0713,42.04724,31,No_061_1127
NWHE2,COOK,50,0,-88.0713,42.04724,31,No_061_1134
NWHE2,COOK,50,0,-88.0713,42.04724,31,No_061_1135
NWHE2,COOK,50,0,-88.0713,42.04724,31,No_061_1136
NWHE4,COOK,50,0,-88.104243,42.103473,31,No_061_985
NWHE4,COOK,50,0,-88.104243,42.103473,31,No_061_986
NWHE4,COOK,50,0,-88.104243,42.103473,31,No_061_987
NWHE4,COOK,50,0,-88.104243,42.103473,31,No_061_1023
NWHE4,COOK,50,0,-88.104243,42.103473,31,No_061_1024
NWHE4,COOK,50,1,-88.104243,42.103473,31,No_061_1054
NWHE4,COOK,50,0,-88.104243,42.103473,31,No_061_1086
NWHE4,COOK,13,0,-88.104243,42.103473,31,No_061_1125
NWNB1,COOK,41,0,-87.860278,42.115833,31,No_061_1002
NWNB1,COOK,20,0,-87.860278,42.115833,31,No_061_1035
NWNB1,COOK,32,0,-87.860278,42.115833,31,No_061_1069
NWNB1,COOK,53,0,-87.860278,42.115833,31,No_061_1110
NWNB2,COOK,50,0,-87.88538,42.09502,31,No_061_1000
NWNB2,COOK,50,0,-87.88538,42.09502,31,No_061_1001
NWNB2,COOK,50,0,-87.88538,42.09502,31,No_061_1028
NWNB2,COOK,50,0,-87.88538,42.09502,31,No_061_1029
NWNB2,COOK,50,0,-87.88538,42.09502,31,No_061_1064
NWNB2,COOK,50,0,-87.88538,42.09502,31,No_061_1065
NWNB2,COOK,50,0,-87.88538,42.09502,31,No_061_1085
NWNB2,COOK,50,0,-87.88538,42.09502,31,No_061_1111
NWNB2,COOK,50,0,-87.88538,42.09502,31,No_061_1112
NWNB2,COOK,50,0,-87.88538,42.09502,31,No_061_1113
NWPA1,COOK,50,0,-88.0527,42.1045,31,No_061_988
NWPA1,COOK,50,0,-88.0527,42.1045,31,No_061_989
NWPA1,COOK,24,1,-88.0527,42.1045,31,No_061_1030
NWPA1,COOK,32,0,-88.0527,42.1045,31,No_061_1055
NWPA1,COOK,50,0,-88.0527,42.1045,31,No_061_1131
NWPA1,COOK,50,1,-88.0527,42.1045,31,No_061_1132
NWPH2,COOK,50,0,-87.934,42.046,31,No_061_993
NWPH2,COOK,50,0,-87.934,42.046,31,No_061_994
NWPH2,COOK,50,0,-87.934,42.046,31,No_061_995
NWPH2,COOK,34,0,-87.934,42.046,31,No_061_1027
NWPH2,COOK,50,0,-87.934,42.046,31,No_061_1058
NWPH2,COOK,50,0,-87.934,42.046,31,No_061_1059
NWPH2,COOK,50,0,-87.934,42.046,31,No_061_1081
NWPH2,COOK,50,0,-87.934,42.046,31,No_061_1082
NWPH2,COOK,50,0,-87.934,42.046,31,No_061_1114
NWPH2,COOK,50,0,-87.934,42.046,31,No_061_1115
NWPR2,COOK,50,1,-87.831669,42.033113,31,No_061_996
NWPR2,COOK,50,0,-87.831669,42.033113,31,No_061_997
NWPR2,COOK,21,0,-87.831669,42.033113,31,No_061_1044
NWPR2,COOK,34,0,-87.831669,42.033113,31,No_061_1080
NWPR2,COOK,15,0,-87.831669,42.033113,31,No_061_1118
NWPR3,COOK,15,0,-87.831861,42.001583,31,No_061_1006
NWPR3,COOK,7,0,-87.831861,42.001583,31,No_061_1038
NWPR3,COOK,12,1,-87.831861,42.001583,31,No_061_1066
NWPR3,COOK,18,0,-87.831861,42.001583,31,No_061_1104
NWRM1,COOK,50,0,-88.027866,42.079233,31,No_061_1010
NWRM1,COOK,50,0,-88.027866,42.079233,31,No_061_1011
NWRM1,COOK,53,0,-88.027866,42.079233,31,No_061_1047
NWRM1,COOK,54,0,-88.027866,42.079233,31,No_061_1076
NWRM1,COOK,57,0,-88.027866,42.079233,31,No_061_1105
NWSC4,COOK,29,0,-88.114261,42.019974,31,No_061_1013
NWSC4,COOK,24,0,-88.114261,42.019974,31,No_061_1043
NWSC4,COOK,50,0,-88.114261,42.019974,31,No_061_1073
NWSC4,COOK,50,0,-88.114261,42.019974,31,No_061_1140
NWST1,COOK,50,0,-88.148,42.033,31,No_061_1017
NWST1,COOK,50,0,-88.148,42.033,31,No_061_1078
NWST1,COOK,50,0,-88.148,42.033,31,No_061_1087
NWST1,COOK,50,0,-88.148,42.033,31,No_061_1088
NWST1,COOK,50,0,-88.148,42.033,31,No_061_1089
NWST1,COOK,50,1,-88.148,42.033,31,No_061_1107
NWST1,COOK,50,0,-88.148,42.033,31,No_061_1108
NWST1,COOK,50,0,-88.148,42.033,31,No_061_1109
NWWH,COOK,43,0,-87.935848,42.135373,31,No_061_980
NWWH,COOK,44,0,-87.935848,42.135373,31,No_061_1034
NWWH,COOK,53,0,-87.935848,42.135373,31,No_061_1063
NWWH,COOK,50,0,-87.935848,42.135373,31,No_061_1139
on,COOK,50,0,-87.79174,41.90527,31,De_018_dv756
on,COOK,50,0,-87.79174,41.90527,31,De_018_dv808
on,COOK,50,1,-87.79174,41.90527,31,De_018_dv809
on,COOK,50,1,-87.79174,41.90527,31,De_018_dv810
op,COOK,11,0,-87.78848,41.8713,31,De_018_dv811
REX,WILL,50,0,-88.239002,41.268854,31,Re_064_017
rf,COOK,50,0,-87.82272,41.9058,31,De_018_dv755
rf,COOK,50,0,-87.82272,41.9058,31,De_018_dv805
rf,COOK,50,0,-87.82272,41.9058,31,De_018_dv806
rf,COOK,50,1,-87.82272,41.9058,31,De_018_dv807
RICHTON PARK,COOK,37,0,-87.712419,41.490915,31,So_069_233
rp,COOK,50,1,-87.81937,41.73735,31,De_018_dv747
rp,COOK,50,1,-87.81937,41.73735,31,De_018_dv757
rp,COOK,50,1,-87.81937,41.73735,31,De_018_dv779
rp,COOK,50,1,-87.81937,41.73735,31,De_018_dv780
rp,COOK,37,0,-87.81937,41.73735,31,De_018_dv781
SHADOW LAKES 1,WILL,50,0,-88.208286,41.287102,31,Re_064_016
SHADOW LAKES 1,WILL,50,1,-88.208286,41.287102,31,Re_064_022
SHADOW LAKES 1,WILL,25,0,-88.208286,41.287102,31,Re_064_024
su,COOK,27,0,-87.80536,41.78853,31,De_018_dv778
T002,COOK,12,0,-87.7974,41.9562,31,CH_010_41586
T002,COOK,22,0,-87.7974,41.9562,31,CH_010_41587
T002,COOK,12,1,-87.7974,41.9562,31,CH_010_41588
T003,COOK,4,0,-87.86,41.96,31,CH_010_41589
T003,COOK,8,0,-87.86,41.96,31,CH_010_41590
T003,COOK,13,0,-87.86,41.96,31,CH_010_41591
T008,COOK,3,0,-87.7779,42.0092,31,CH_010_41592
T008,COOK,8,0,-87.7779,42.0092,31,CH_010_41593
T008,COOK,22,0,-87.7779,42.0092,31,CH_010_41594
T009,COOK,3,0,-87.8529,41.9885,31,CH_010_41611
T009,COOK,1,0,-87.8529,41.9885,31,CH_010_41613
T009,COOK,2,0,-87.8529,41.9885,31,CH_010_41612
T011,COOK,1,0,-87.8328,41.9449,31,CH_010_41595
T011,COOK,1,0,-87.8328,41.9449,31,CH_010_41596
T012,COOK,5,0,-87.7448,41.9942,31,CH_010_41598
T012,COOK,2,0,-87.7448,41.9942,31,CH_010_41597
T013,COOK,5,0,-87.7782,41.923864,31,CH_010_41531
T017,COOK,7,0,-87.6469,41.962,31,CH_010_41576
T017,COOK,3,0,-87.6469,41.962,31,CH_010_41575
T027,COOK,2,0,-87.7286,41.9858,31,CH_010_41577
T028,COOK,7,0,-87.6896,41.9869,31,CH_010_41578
T030,COOK,22,0,-87.7159,41.8816,31,CH_010_41532
T030,COOK,7,0,-87.7159,41.8816,31,CH_010_41533
T030,COOK,1,0,-87.7159,41.8816,31,CH_010_41534
T031,COOK,3,0,-87.7647,41.8738,31,CH_010_41536
T031,COOK,2,0,-87.7647,41.8738,31,CH_010_41537
T031,COOK,1,0,-87.7647,41.8738,31,CH_010_41535
T033,COOK,1,0,-87.7014,41.9067,31,CH_010_41538
T033,COOK,1,0,-87.7014,41.9067,31,CH_010_41539
T033,COOK,5,0,-87.7014,41.9067,31,CH_010_41540
T035,COOK,6,0,-87.68,41.84,31,CH_010_41633
T039,COOK,2,0,-87.7264,41.9118,31,CH_010_41541
T046,COOK,14,0,-87.6892,41.8914,31,CH_010_41524
T047,COOK,7,0,-87.696,41.8681,31,CH_010_41525
T048,COOK,1,0,-87.6524,41.8721,31,CH_010_41526
T049,COOK,1,0,-87.6553,41.8965,31,CH_010_41527
T054A,COOK,3,0,-87.631291,41.919824,31,CH_010_41528
T054A,COOK,4,0,-87.631291,41.919824,31,CH_010_41529
T061,COOK,3,0,-87.6746,41.8013,31,CH_010_41614
T063,COOK,3,0,-87.7241,41.8253,31,CH_010_41616
T063,COOK,1,0,-87.7241,41.8253,31,CH_010_41615
T065,COOK,2,0,-87.752,41.7774,31,CH_010_41617
T066,COOK,5,0,-87.703,41.7716,31,CH_010_41619
T066,COOK,7,0,-87.703,41.7716,31,CH_010_41618
T068,COOK,5,0,-87.6634,41.7466,31,CH_010_41634
T068,COOK,1,0,-87.6634,41.7466,31,CH_010_41635
T069,COOK,1,0,-87.678,41.7685,31,CH_010_41621
T069,COOK,2,0,-87.678,41.7685,31,CH_010_41620
T080,COOK,11,0,-87.6138,41.7546,31,CH_010_41636
T080,COOK,5,0,-87.6138,41.7546,31,CH_010_41637
T082,COOK,8,0,-87.6429,41.8034,31,CH_010_41638
T083,COOK,1,0,-87.5826,41.7493,31,CH_010_41639
T089,COOK,2,0,-87.6568,41.7048,31,CH_010_41551
T090,COOK,1,0,-87.6614,41.6776,31,CH_010_41553
T090,COOK,2,0,-87.6614,41.6776,31,CH_010_41552
T094,COOK,2,0,-87.6648,41.7213,31,CH_010_41554
T099,COOK,1,0,-87.55688,41.72638,31,CH_010_41561
T099,COOK,3,0,-87.55688,41.72638,31,CH_010_41562
T114,COOK,20,1,-87.7368,41.7987,31,CH_010_41622
T114,COOK,34,0,-87.7368,41.7987,31,CH_010_41623
T114,COOK,45,0,-87.7368,41.7987,31,CH_010_41624
T114,COOK,16,0,-87.7368,41.7987,31,CH_010_41625
T115,COOK,4,0,-87.5903,41.6624,31,CH_010_41563
T128,COOK,12,0,-87.5656,41.7047,31,CH_010_41564
T128,COOK,21,0,-87.5656,41.7047,31,CH_010_41566
T128,COOK,44,0,-87.5656,41.7047,31,CH_010_41567
T128,COOK,31,0,-87.5656,41.7047,31,CH_010_41565
T135,COOK,15,0,-87.6329,41.6632,31,CH_010_41555
T135,COOK,1,0,-87.6329,41.6632,31,CH_010_41556
T138,COOK,1,0,-87.5778,41.6201,31,CH_010_41568
T138,COOK,1,0,-87.5778,41.6201,31,CH_010_41569
T147,COOK,1,0,-87.7001,41.9321,31,CH_010_41580
T151,COOK,2,1,-87.8006,41.9163,31,CH_010_41542
T151,COOK,21,0,-87.8006,41.9163,31,CH_010_41543
T151,COOK,16,1,-87.8006,41.9163,31,CH_010_41544
T152,COOK,7,0,-87.7161,41.8461,31,CH_010_41546
T152,COOK,2,0,-87.7161,41.8461,31,CH_010_41547
T152,COOK,1,0,-87.7161,41.8461,31,CH_010_41545
T155,COOK,1,0,-87.7789,41.7759,31,CH_010_41626
T159,COOK,22,1,-87.6496,41.7311,31,CH_010_41558
T159,COOK,5,0,-87.6496,41.7311,31,CH_010_41557
T209,COOK,11,0,-87.545906,41.655534,31,CH_010_41570
T209,COOK,5,0,-87.545906,41.655534,31,CH_010_41571
T212,COOK,28,0,-87.528475,41.680787,31,CH_010_41572
T220,COOK,2,0,-87.69,41.96,31,CH_010_41582
T220,COOK,2,0,-87.69,41.96,31,CH_010_41581
T221,COOK,4,0,-87.6,41.65,31,CH_010_41574
T221,COOK,11,0,-87.6,41.65,31,CH_010_41573
T222,COOK,1,0,-87.747502,41.925226,31,CH_010_41549
T222,COOK,1,0,-87.747502,41.925226,31,CH_010_41550
T223,COOK,6,0,-87.80467,41.973995,31,CH_010_41599
T223,COOK,25,0,-87.80467,41.973995,31,CH_010_41600
T223,COOK,24,0,-87.80467,41.973995,31,CH_010_41601
T223,COOK,1,0,-87.80467,41.973995,31,CH_010_41602
T225,COOK,9,0,-87.731457,41.743395,31,CH_010_41629
T225,COOK,2,0,-87.731457,41.743395,31,CH_010_41627
T225,COOK,4,0,-87.731457,41.743395,31,CH_010_41628
T227,COOK,4,0,-87.608227,41.728445,31,CH_010_41560
T227,COOK,3,0,-87.608227,41.728445,31,CH_010_41559
T228,COOK,6,0,-87.724985,41.952654,31,CH_010_41603
T228,COOK,20,0,-87.724985,41.952654,31,CH_010_41605
T228,COOK,18,0,-87.724985,41.952654,31,CH_010_41604
T228,COOK,2,0,-87.724985,41.952654,31,CH_010_41606
T230,COOK,3,0,-87.755737,41.904661,31,CH_010_41548
T231,COOK,2,0,-87.668446,41.988827,31,CH_010_41583
T231,COOK,19,0,-87.668446,41.988827,31,CH_010_41584
T231,COOK,9,0,-87.668446,41.988827,31,CH_010_41585
T233,COOK,11,0,-87.806735,42.010253,31,CH_010_41607
T233,COOK,8,0,-87.806735,42.010253,31,CH_010_41609
T233,COOK,13,0,-87.806735,42.010253,31,CH_010_41608
T235,COOK,1,0,-87.728342,41.774866,31,CH_010_41630
T235,COOK,20,0,-87.728342,41.774866,31,CH_010_41631
T235,COOK,3,0,-87.728342,41.774866,31,CH_010_41632
T236,COOK,8,0,-87.770852,41.995042,31,CH_010_41610
T900,COOK,3,0,-87.882,41.9798,31,CH_010_41640
T902,COOK,13,0,-87.882,41.9798,31,CH_010_41656
T902,COOK,47,0,-87.882,41.9798,31,CH_010_41657
T902,COOK,42,1,-87.882,41.9798,31,CH_010_41658
T904,COOK,10,0,-87.882,41.9798,31,CH_010_41641
T905,COOK,7,0,-87.882,41.9798,31,CH_010_41642
T905,COOK,45,1,-87.882,41.9798,31,CH_010_41643
T906,COOK,2,0,-87.882,41.9798,31,CH_010_41644
T906,COOK,36,1,-87.882,41.9798,31,CH_010_41645
T912,COOK,15,1,-87.882,41.9798,31,CH_010_41646
T912,COOK,9,0,-87.882,41.9798,31,CH_010_41647
T913,COOK,11,1,-87.882,41.9798,31,CH_010_41648
T913,COOK,35,0,-87.882,41.9798,31,CH_010_41649
T916,COOK,3,0,-87.882,41.9798,31,CH_010_41650
T916,COOK,9,0,-87.882,41.9798,31,CH_010_41651
T923,COOK,50,1,0,0,31,CH_010_41652
T923,COOK,50,0,0,0,31,CH_010_41653
T923,COOK,11,0,0,0,31,CH_010_41654
T924,COOK,1,0,0,0,31,CH_010_41655
T925,COOK,11,1,0,0,31,CH_010_41659
T925,COOK,50,0,0,0,31,CH_010_41660
T925,COOK,50,1,0,0,31,CH_010_41661
T925,COOK,28,0,0,0,31,CH_010_41662
T925,COOK,31,0,0,0,31,CH_010_41663
TRAP 1,KENDALL,50,0,-88.463232,41.65886,31,KE_042_052
TRAP 10,KENDALL,36,0,0,0,31,KE_042_057
TRAP 12,KENDALL,44,0,-88.3977,41.6295,31,KE_042_058
TRAP 13,KENDALL,50,0,-88.4145,41.6434,31,KE_042_059
TRAP 14,KENDALL,50,0,-88.3483,41.7034,31,KE_042_060
TRAP 3,COOK,621,1,-87.7178,42.0445,31,SK_068_080315-3
TRAP 3,KENDALL,50,0,-88.540651,41.671274,31,KE_042_053
TRAP 3,COOK,555,1,-87.7178,42.0445,31,SK_068_080515-3
TRAP 3,COOK,490,1,-87.7178,42.0445,31,SK_068_080715-3
TRAP 33,WILL,50,0,-88.01362,41.36885,31,WI_079_1533WCHD9
TRAP 33,WILL,43,1,-88.01362,41.36885,31,WI_079_1533WCHD10
TRAP 4,COOK,511,0,-87.7607,42.0327,31,SK_068_080315-4
TRAP 4,COOK,670,1,-87.7607,42.0327,31,SK_068_080515-4
TRAP 4,COOK,333,0,-87.7607,42.0327,31,SK_068_080715-4
TRAP 5,KENDALL,40,1,-88.33748,41.68473,31,KE_042_054
TRAP 7,COOK,442,0,-87.7402,42.0235,31,SK_068_080315-7
TRAP 7,COOK,601,1,-87.7402,42.0235,31,SK_068_080515-7
TRAP 7,COOK,573,1,-87.7402,42.0235,31,SK_068_080715-7
TRAP 8,KENDALL,50,0,-88.5812,41.5431,31,KE_042_055
TRAP 9,KENDALL,50,0,-999,-999,31,KE_042_056
W443,DUPAGE,50,1,-87.9691,41.9604,31,Cl_013_015-0689
W443,DUPAGE,50,0,-87.9691,41.9604,31,Cl_013_015-0687
W443,DUPAGE,50,1,-87.9691,41.9604,31,Cl_013_015-0688
W443,DUPAGE,50,1,-87.9691,41.9604,31,Cl_013_015-0690
W443,DUPAGE,35,0,-87.9691,41.9604,31,Cl_013_015-0691
WCHD10,WILL,50,0,-87.616758,41.433593,31,WI_079_1510WCHD18
WCHD10,WILL,50,0,-87.616758,41.433593,31,WI_079_1510WCHD19
WCHD11,WILL,50,0,-87.883601,41.533476,31,WI_079_1511WCHD20
WCHD11,WILL,50,0,-87.883601,41.533476,31,WI_079_1511WCHD21
WCHD16,WILL,50,0,-87.950095,41.616909,31,WI_079_1516WCHD21
WCHD17,WILL,50,0,-88.083411,41.700193,31,WI_079_1517WCHD9
WCHD17,WILL,50,0,-88.083411,41.700193,31,WI_079_1517WCHD10
WCHD17,WILL,50,0,-88.083411,41.700193,31,WI_079_1517WCHD11
WCHD24,WILL,50,0,-87.81483,41.488883,31,WI_079_1524WCHD19
WCHD24,WILL,50,0,-87.81483,41.488883,31,WI_079_1524WCHD20
WCHD27,WILL,50,0,-87.68861,41.44869,31,WI_079_1527WCHD13
WCHD27,WILL,50,0,-87.68861,41.44869,31,WI_079_1527WCHD14
WCHD27,WILL,50,0,-87.68861,41.44869,31,WI_079_1527WCHD15
WCHD29,WILL,50,0,-88.21238,41.6075,31,WI_079_1529WCHD13
